IntervalTimeStamp,kWh,qualityOfReading
1/1/2012 14:15,2.189578801,0
1/1/2012 14:30,2.189578801,0
1/1/2012 14:45,1.1105127,0
1/1/2012 15:00,2.003313726,0
1/1/2012 15:15,2.189578801,0
1/1/2012 15:30,1.1105127,0
1/1/2012 15:45,2.003313726,0
1/1/2012 16:00,2.518384097,0
1/1/2012 16:15,1.598001828,0
1/1/2012 16:30,1.630783575,0
1/1/2012 16:45,1.866786638,0
1/1/2012 17:00,1.971706966,0
1/1/2012 17:15,2.189578801,0
1/1/2012 17:30,1.962470695,0
1/1/2012 17:45,2.154413444,0
1/1/2012 18:00,2.189578801,0
1/1/2012 18:15,2.379082915,0
1/1/2012 18:30,2.926075823,0
1/1/2012 18:45,2.189578801,0
1/1/2012 19:00,2.890596904,0
1/1/2012 19:15,2.92489484,0
1/1/2012 19:30,2.189578801,0
1/1/2012 19:45,2.889141493,0
1/1/2012 20:00,2.923419241,0
1/1/2012 20:15,2.189578801,0
1/1/2012 20:30,2.885026621,0
1/1/2012 20:45,2.921867253,0
1/1/2012 21:00,2.189578801,0
1/1/2012 21:15,2.881266637,0
1/1/2012 21:30,2.920552727,0
1/1/2012 21:45,3.253488624,0
1/1/2012 22:00,3.942558823,0
1/1/2012 22:15,2.917173351,0
1/1/2012 22:30,2.544215409,0
1/1/2012 22:45,3.942558823,0
1/1/2012 23:00,2.917173351,0
1/1/2012 23:15,3.253488624,0
1/1/2012 23:30,3.942558823,0
1/1/2012 23:45,2.917173351,0
1/2/2012 0:00,3.253488624,0
1/2/2012 0:15,4.245425923,0
1/2/2012 0:30,3.220040451,0
1/2/2012 0:45,3.556355724,0
1/2/2012 1:00,4.245425923,0
1/2/2012 1:15,3.220040451,0
1/2/2012 1:30,3.556355724,0
1/2/2012 1:45,4.245425923,0
1/2/2012 2:00,3.220040451,0
1/2/2012 2:15,3.556355724,0
1/2/2012 2:30,4.245425923,0
1/2/2012 2:45,3.220040451,0
1/2/2012 3:00,3.556355724,0
1/2/2012 3:15,4.245425923,0
1/2/2012 3:30,3.220040451,0
1/2/2012 3:45,3.556355724,0
1/2/2012 4:00,4.245425923,0
1/2/2012 4:15,3.220040451,0
1/2/2012 4:30,3.556355724,0
1/2/2012 4:45,4.245425923,0
1/2/2012 5:00,3.220040451,0
1/2/2012 5:15,3.758267124,0
1/2/2012 5:30,4.447337323,0
1/2/2012 5:45,3.421951851,0
1/2/2012 6:00,3.758267124,0
1/2/2012 6:15,5.006132549,0
1/2/2012 6:30,5.006132549,0
1/2/2012 6:45,5.006132549,0
1/2/2012 7:00,5.006132549,0
1/2/2012 7:15,5.813778149,0
1/2/2012 7:30,5.813778149,0
1/2/2012 7:45,5.813778149,0
1/2/2012 8:00,5.813778149,0
1/2/2012 8:15,9.751050449,0
1/2/2012 8:30,9.751050449,0
1/2/2012 8:45,9.751050449,0
1/2/2012 9:00,9.751050449,0
1/2/2012 9:15,9.751050449,0
1/2/2012 9:30,9.751050449,0
1/2/2012 9:45,9.751050449,0
1/2/2012 10:00,9.751050449,0
1/2/2012 10:15,9.751050449,0
1/2/2012 10:30,9.751050449,0
1/2/2012 10:45,9.751050449,0
1/2/2012 11:00,9.751050449,0
1/2/2012 11:15,9.751050449,0
1/2/2012 11:30,9.75423222,0
1/2/2012 11:45,9.751050449,0
1/2/2012 12:00,9.751050449,0
1/2/2012 12:15,9.448183349,0
1/2/2012 12:30,9.448183349,0
1/2/2012 12:45,9.448183349,0
1/2/2012 13:00,9.448183349,0
1/2/2012 13:15,9.751050449,0
1/2/2012 13:30,9.751050449,0
1/2/2012 13:45,9.751050449,0
1/2/2012 14:00,9.751050449,0
1/2/2012 14:15,9.751050449,0
1/2/2012 14:30,9.751050449,0
1/2/2012 14:45,9.751050449,0
1/2/2012 15:00,9.751050449,0
1/2/2012 15:15,9.751050449,0
1/2/2012 15:30,9.751050449,0
1/2/2012 15:45,9.751050449,0
1/2/2012 16:00,9.751050449,0
1/2/2012 16:15,9.751050449,0
1/2/2012 16:30,9.751050449,0
1/2/2012 16:45,9.751050449,0
1/2/2012 17:00,9.751050449,0
1/2/2012 17:15,6.924290849,0
1/2/2012 17:30,6.924290849,0
1/2/2012 17:45,6.924290849,0
1/2/2012 18:00,6.924290849,0
1/2/2012 18:15,5.813778149,0
1/2/2012 18:30,5.813778149,0
1/2/2012 18:45,5.813778149,0
1/2/2012 19:00,5.813778149,0
1/2/2012 19:15,5.813778149,0
1/2/2012 19:30,5.813778149,0
1/2/2012 19:45,5.813778149,0
1/2/2012 20:00,5.813778149,0
1/2/2012 20:15,5.409955349,0
1/2/2012 20:30,5.409955349,0
1/2/2012 20:45,5.409955349,0
1/2/2012 21:00,5.409955349,0
1/2/2012 21:15,5.409955349,0
1/2/2012 21:30,5.409955349,0
1/2/2012 21:45,5.409955349,0
1/2/2012 22:00,5.409955349,0
1/2/2012 22:15,1.6152912,0
1/2/2012 22:30,1.6152912,0
1/2/2012 22:45,1.6152912,0
1/2/2012 23:00,1.6152912,0
1/2/2012 23:15,2.169653738,0
1/2/2012 23:30,2.456319839,0
1/2/2012 23:45,1.785909951,0
1/3/2012 0:00,3.235870638,0
1/3/2012 0:15,3.188250817,0
1/3/2012 0:30,1.972175026,0
1/3/2012 0:45,3.746439951,0
1/3/2012 1:00,3.185064073,0
1/3/2012 1:15,1.972175026,0
1/3/2012 1:30,3.740311327,0
1/3/2012 1:45,3.181516101,0
1/3/2012 2:00,1.972175026,0
1/3/2012 2:15,3.740311327,0
1/3/2012 2:30,3.181516101,0
1/3/2012 2:45,1.972175026,0
1/3/2012 3:00,3.740311327,0
1/3/2012 3:15,3.181516101,0
1/3/2012 3:30,1.972175026,0
1/3/2012 3:45,3.740311327,0
1/3/2012 4:00,3.181516101,0
1/3/2012 4:15,1.972175026,0
1/3/2012 4:30,3.740311327,0
1/3/2012 4:45,3.181516101,0
1/3/2012 5:00,1.972175026,0
1/3/2012 5:15,5.006132549,0
1/3/2012 5:30,4.447337323,0
1/3/2012 5:45,2.174086426,0
1/3/2012 6:00,5.006132549,0
1/3/2012 6:15,5.006132549,0
1/3/2012 6:30,5.006132549,0
1/3/2012 6:45,5.006132549,0
1/3/2012 7:00,5.006132549,0
1/3/2012 7:15,5.813778149,0
1/3/2012 7:30,5.813778149,0
1/3/2012 7:45,5.813778149,0
1/3/2012 8:00,5.813778149,0
1/3/2012 8:15,9.751050449,0
1/3/2012 8:30,9.76855197,0
1/3/2012 8:45,9.764194222,0
1/3/2012 9:00,9.769592949,0
1/3/2012 9:15,9.762856751,0
1/3/2012 9:30,9.772398027,0
1/3/2012 9:45,9.777281225,0
1/3/2012 10:00,9.768728124,0
1/3/2012 10:15,9.75827913,0
1/3/2012 10:30,9.751050449,0
1/3/2012 10:45,9.751050449,0
1/3/2012 11:00,9.751050449,0
1/3/2012 11:15,9.751050449,0
1/3/2012 11:30,9.751050449,0
1/3/2012 11:45,9.751050449,0
1/3/2012 12:00,9.751050449,0
1/3/2012 12:15,9.448183349,0
1/3/2012 12:30,9.448183349,0
1/3/2012 12:45,9.448183349,0
1/3/2012 13:00,9.448183349,0
1/3/2012 13:15,9.751050449,0
1/3/2012 13:30,9.751050449,0
1/3/2012 13:45,9.751050449,0
1/3/2012 14:00,9.751050449,0
1/3/2012 14:15,9.751050449,0
1/3/2012 14:30,9.751050449,0
1/3/2012 14:45,9.751050449,0
1/3/2012 15:00,9.751050449,0
1/3/2012 15:15,9.751050449,0
1/3/2012 15:30,9.751050449,0
1/3/2012 15:45,9.751050449,0
1/3/2012 16:00,9.751050449,0
1/3/2012 16:15,9.751050449,0
1/3/2012 16:30,9.751050449,0
1/3/2012 16:45,9.751050449,0
1/3/2012 17:00,9.751050449,0
1/3/2012 17:15,6.924290849,0
1/3/2012 17:30,6.924290849,0
1/3/2012 17:45,6.924290849,0
1/3/2012 18:00,6.924290849,0
1/3/2012 18:15,5.813778149,0
1/3/2012 18:30,5.813778149,0
1/3/2012 18:45,5.813778149,0
1/3/2012 19:00,5.813778149,0
1/3/2012 19:15,5.813778149,0
1/3/2012 19:30,5.813778149,0
1/3/2012 19:45,5.813778149,0
1/3/2012 20:00,5.813778149,0
1/3/2012 20:15,5.409955349,0
1/3/2012 20:30,5.409955349,0
1/3/2012 20:45,5.409955349,0
1/3/2012 21:00,5.409955349,0
1/3/2012 21:15,5.409955349,0
1/3/2012 21:30,5.409955349,0
1/3/2012 21:45,5.409955349,0
1/3/2012 22:00,5.409955349,0
1/3/2012 22:15,1.6152912,0
1/3/2012 22:30,1.6152912,0
1/3/2012 22:45,1.6152912,0
1/3/2012 23:00,1.6152912,0
1/3/2012 23:15,1.4133798,0
1/3/2012 23:30,1.4133798,0
1/3/2012 23:45,1.4133798,0
1/4/2012 0:00,1.4133798,0
1/4/2012 0:15,1.933650675,0
1/4/2012 0:30,1.933650675,0
1/4/2012 0:45,1.4133798,0
1/4/2012 1:00,1.933650675,0
1/4/2012 1:15,1.933650675,0
1/4/2012 1:30,1.90090946,0
1/4/2012 1:45,2.972832701,0
1/4/2012 2:00,2.492445901,0
1/4/2012 2:15,1.898497077,0
1/4/2012 2:30,2.972052127,0
1/4/2012 2:45,3.009685435,0
1/4/2012 3:00,2.673535372,0
1/4/2012 3:15,2.970892456,0
1/4/2012 3:30,3.268305199,0
1/4/2012 3:45,2.668384195,0
1/4/2012 4:00,2.968498409,0
1/4/2012 4:15,3.268305199,0
1/4/2012 4:30,2.664766305,0
1/4/2012 4:45,2.968431119,0
1/4/2012 5:00,3.268305199,0
1/4/2012 5:15,3.927066447,0
1/4/2012 5:30,4.23027325,0
1/4/2012 5:45,3.470216599,0
1/4/2012 6:00,3.927066447,0
1/4/2012 6:15,5.006132549,0
1/4/2012 6:30,5.006132549,0
1/4/2012 6:45,5.006132549,0
1/4/2012 7:00,5.006132549,0
1/4/2012 7:15,5.813778149,0
1/4/2012 7:30,5.813778149,0
1/4/2012 7:45,5.813778149,0
1/4/2012 8:00,5.813778149,0
1/4/2012 8:15,9.751050449,0
1/4/2012 8:30,9.751050449,0
1/4/2012 8:45,9.751050449,0
1/4/2012 9:00,9.751050449,0
1/4/2012 9:15,9.751050449,0
1/4/2012 9:30,9.761081912,0
1/4/2012 9:45,9.759738455,0
1/4/2012 10:00,9.751050449,0
1/4/2012 10:15,9.762727397,0
1/4/2012 10:30,9.751050449,0
1/4/2012 10:45,9.751050449,0
1/4/2012 11:00,9.751050449,0
1/4/2012 11:15,9.751050449,0
1/4/2012 11:30,9.751050449,0
1/4/2012 11:45,9.751050449,0
1/4/2012 12:00,9.751050449,0
1/4/2012 12:15,9.448183349,0
1/4/2012 12:30,9.448183349,0
1/4/2012 12:45,9.448183349,0
1/4/2012 13:00,9.448183349,0
1/4/2012 13:15,9.756524514,0
1/4/2012 13:30,9.756961755,0
1/4/2012 13:45,9.751050449,0
1/4/2012 14:00,9.761970648,0
1/4/2012 14:15,9.751050449,0
1/4/2012 14:30,9.761750522,0
1/4/2012 14:45,9.751050449,0
1/4/2012 15:00,9.760177909,0
1/4/2012 15:15,9.751050449,0
1/4/2012 15:30,9.757921002,0
1/4/2012 15:45,9.751050449,0
1/4/2012 16:00,9.751050449,0
1/4/2012 16:15,9.751050449,0
1/4/2012 16:30,9.751050449,0
1/4/2012 16:45,9.751050449,0
1/4/2012 17:00,9.751050449,0
1/4/2012 17:15,6.924290849,0
1/4/2012 17:30,6.924290849,0
1/4/2012 17:45,6.924290849,0
1/4/2012 18:00,6.924290849,0
1/4/2012 18:15,5.813778149,0
1/4/2012 18:30,5.813778149,0
1/4/2012 18:45,5.813778149,0
1/4/2012 19:00,5.813778149,0
1/4/2012 19:15,5.813778149,0
1/4/2012 19:30,5.813778149,0
1/4/2012 19:45,5.813778149,0
1/4/2012 20:00,5.813778149,0
1/4/2012 20:15,5.409955349,0
1/4/2012 20:30,5.409955349,0
1/4/2012 20:45,5.409955349,0
1/4/2012 21:00,5.409955349,0
1/4/2012 21:15,5.409955349,0
1/4/2012 21:30,5.409955349,0
1/4/2012 21:45,5.409955349,0
1/4/2012 22:00,5.409955349,0
1/4/2012 22:15,1.6152912,0
1/4/2012 22:30,1.6152912,0
1/4/2012 22:45,1.6152912,0
1/4/2012 23:00,1.6152912,0
1/4/2012 23:15,1.4133798,0
1/4/2012 23:30,1.4133798,0
1/4/2012 23:45,1.4133798,0
1/5/2012 0:00,1.4133798,0
1/5/2012 0:15,1.4133798,0
1/5/2012 0:30,1.4133798,0
1/5/2012 0:45,1.4133798,0
1/5/2012 1:00,1.4133798,0
1/5/2012 1:15,1.4133798,0
1/5/2012 1:30,1.4133798,0
1/5/2012 1:45,1.4133798,0
1/5/2012 2:00,1.4133798,0
1/5/2012 2:15,1.4133798,0
1/5/2012 2:30,1.4133798,0
1/5/2012 2:45,1.4133798,0
1/5/2012 3:00,1.4133798,0
1/5/2012 3:15,1.4133798,0
1/5/2012 3:30,1.4133798,0
1/5/2012 3:45,1.4133798,0
1/5/2012 4:00,1.4133798,0
1/5/2012 4:15,1.4133798,0
1/5/2012 4:30,1.4133798,0
1/5/2012 4:45,1.4133798,0
1/5/2012 5:00,1.4133798,0
1/5/2012 5:15,5.006132549,0
1/5/2012 5:30,5.006132549,0
1/5/2012 5:45,1.6152912,0
1/5/2012 6:00,5.006132549,0
1/5/2012 6:15,5.006132549,0
1/5/2012 6:30,5.006132549,0
1/5/2012 6:45,5.006132549,0
1/5/2012 7:00,5.006132549,0
1/5/2012 7:15,5.813778149,0
1/5/2012 7:30,5.813778149,0
1/5/2012 7:45,5.813778149,0
1/5/2012 8:00,5.813778149,0
1/5/2012 8:15,9.751050449,0
1/5/2012 8:30,9.751050449,0
1/5/2012 8:45,9.751050449,0
1/5/2012 9:00,9.757707112,0
1/5/2012 9:15,9.751050449,0
1/5/2012 9:30,9.760033613,0
1/5/2012 9:45,9.761332716,0
1/5/2012 10:00,9.759716576,0
1/5/2012 10:15,9.762686556,0
1/5/2012 10:30,9.772709332,0
1/5/2012 10:45,9.810683829,0
1/5/2012 11:00,9.826967898,0
1/5/2012 11:15,9.831468782,0
1/5/2012 11:30,9.826200838,0
1/5/2012 11:45,9.819058078,0
1/5/2012 12:00,9.808348821,0
1/5/2012 12:15,9.493368274,0
1/5/2012 12:30,9.493921513,0
1/5/2012 12:45,9.4962923,0
1/5/2012 13:00,9.498271207,0
1/5/2012 13:15,9.810813432,0
1/5/2012 13:30,9.8130911,0
1/5/2012 13:45,9.814592639,0
1/5/2012 14:00,9.815797461,0
1/5/2012 14:15,9.817585173,0
1/5/2012 14:30,9.818990519,0
1/5/2012 14:45,9.820794127,0
1/5/2012 15:00,9.821881132,0
1/5/2012 15:15,9.822069858,0
1/5/2012 15:30,9.821318357,0
1/5/2012 15:45,9.820338352,0
1/5/2012 16:00,9.81881939,0
1/5/2012 16:15,9.816161791,0
1/5/2012 16:30,9.812859262,0
1/5/2012 16:45,9.807908458,0
1/5/2012 17:00,9.802874139,0
1/5/2012 17:15,6.948357042,0
1/5/2012 17:30,6.940717005,0
1/5/2012 17:45,6.935512041,0
1/5/2012 18:00,6.930891081,0
1/5/2012 18:15,5.813778149,0
1/5/2012 18:30,5.813778149,0
1/5/2012 18:45,5.813778149,0
1/5/2012 19:00,5.813778149,0
1/5/2012 19:15,5.813778149,0
1/5/2012 19:30,5.813778149,0
1/5/2012 19:45,5.813778149,0
1/5/2012 20:00,5.813778149,0
1/5/2012 20:15,5.409955349,0
1/5/2012 20:30,5.409955349,0
1/5/2012 20:45,5.409955349,0
1/5/2012 21:00,5.409955349,0
1/5/2012 21:15,5.409955349,0
1/5/2012 21:30,5.409955349,0
1/5/2012 21:45,5.409955349,0
1/5/2012 22:00,5.409955349,0
1/5/2012 22:15,1.6152912,0
1/5/2012 22:30,1.6152912,0
1/5/2012 22:45,1.6152912,0
1/5/2012 23:00,1.6152912,0
1/5/2012 23:15,1.4133798,0
1/5/2012 23:30,1.4133798,0
1/5/2012 23:45,1.4133798,0
1/6/2012 0:00,1.4133798,0
1/6/2012 0:15,1.4133798,0
1/6/2012 0:30,1.4133798,0
1/6/2012 0:45,1.4133798,0
1/6/2012 1:00,1.4133798,0
1/6/2012 1:15,1.4133798,0
1/6/2012 1:30,1.4133798,0
1/6/2012 1:45,1.4133798,0
1/6/2012 2:00,1.4133798,0
1/6/2012 2:15,1.4133798,0
1/6/2012 2:30,1.4133798,0
1/6/2012 2:45,1.4133798,0
1/6/2012 3:00,1.4133798,0
1/6/2012 3:15,1.4133798,0
1/6/2012 3:30,1.4133798,0
1/6/2012 3:45,1.4133798,0
1/6/2012 4:00,1.4133798,0
1/6/2012 4:15,1.4133798,0
1/6/2012 4:30,1.4133798,0
1/6/2012 4:45,1.4133798,0
1/6/2012 5:00,1.4133798,0
1/6/2012 5:15,5.006132549,0
1/6/2012 5:30,5.006132549,0
1/6/2012 5:45,1.6152912,0
1/6/2012 6:00,5.006132549,0
1/6/2012 6:15,5.006132549,0
1/6/2012 6:30,5.006132549,0
1/6/2012 6:45,5.006132549,0
1/6/2012 7:00,5.006132549,0
1/6/2012 7:15,5.813778149,0
1/6/2012 7:30,5.813778149,0
1/6/2012 7:45,5.813778149,0
1/6/2012 8:00,5.813778149,0
1/6/2012 8:15,9.759176078,0
1/6/2012 8:30,9.766401023,0
1/6/2012 8:45,9.765974679,0
1/6/2012 9:00,9.763610725,0
1/6/2012 9:15,9.797310069,0
1/6/2012 9:30,9.846561372,0
1/6/2012 9:45,9.883196437,0
1/6/2012 10:00,9.901258019,0
1/6/2012 10:15,9.912164332,0
1/6/2012 10:30,9.918084717,0
1/6/2012 10:45,9.917737748,0
1/6/2012 11:00,9.913085665,0
1/6/2012 11:15,9.904224857,0
1/6/2012 11:30,9.891342615,0
1/6/2012 11:45,9.876641589,0
1/6/2012 12:00,9.867188977,0
1/6/2012 12:15,9.548971941,0
1/6/2012 12:30,9.547284469,0
1/6/2012 12:45,9.547157209,0
1/6/2012 13:00,9.547583061,0
1/6/2012 13:15,9.858032108,0
1/6/2012 13:30,9.859057141,0
1/6/2012 13:45,9.859588124,0
1/6/2012 14:00,9.860670353,0
1/6/2012 14:15,9.861293884,0
1/6/2012 14:30,9.862080775,0
1/6/2012 14:45,9.862147575,0
1/6/2012 15:00,9.862288518,0
1/6/2012 15:15,9.861964824,0
1/6/2012 15:30,9.861825963,0
1/6/2012 15:45,9.86117651,0
1/6/2012 16:00,9.85970706,0
1/6/2012 16:15,9.854765377,0
1/6/2012 16:30,9.848629278,0
1/6/2012 16:45,9.841897769,0
1/6/2012 17:00,9.834053198,0
1/6/2012 17:15,6.979327596,0
1/6/2012 17:30,6.970554447,0
1/6/2012 17:45,6.963326606,0
1/6/2012 18:00,6.957526227,0
1/6/2012 18:15,5.833819361,0
1/6/2012 18:30,5.826592937,0
1/6/2012 18:45,5.820248368,0
1/6/2012 19:00,5.813778149,0
1/6/2012 19:15,5.813778149,0
1/6/2012 19:30,5.813778149,0
1/6/2012 19:45,5.813778149,0
1/6/2012 20:00,5.813778149,0
1/6/2012 20:15,5.409955349,0
1/6/2012 20:30,5.409955349,0
1/6/2012 20:45,5.409955349,0
1/6/2012 21:00,5.409955349,0
1/6/2012 21:15,5.409955349,0
1/6/2012 21:30,5.409955349,0
1/6/2012 21:45,5.409955349,0
1/6/2012 22:00,5.409955349,0
1/6/2012 22:15,1.6152912,0
1/6/2012 22:30,1.6152912,0
1/6/2012 22:45,1.6152912,0
1/6/2012 23:00,1.6152912,0
1/6/2012 23:15,1.4133798,0
1/6/2012 23:30,1.4133798,0
1/6/2012 23:45,1.4133798,0
1/7/2012 0:00,1.4133798,0
1/7/2012 0:15,1.1105127,0
1/7/2012 0:30,1.1105127,0
1/7/2012 0:45,1.1105127,0
1/7/2012 1:00,1.1105127,0
1/7/2012 1:15,1.1105127,0
1/7/2012 1:30,1.1105127,0
1/7/2012 1:45,1.1105127,0
1/7/2012 2:00,1.1105127,0
1/7/2012 2:15,1.1105127,0
1/7/2012 2:30,1.1105127,0
1/7/2012 2:45,1.1105127,0
1/7/2012 3:00,1.1105127,0
1/7/2012 3:15,1.1105127,0
1/7/2012 3:30,1.1105127,0
1/7/2012 3:45,1.1105127,0
1/7/2012 4:00,1.1105127,0
1/7/2012 4:15,1.1105127,0
1/7/2012 4:30,1.1105127,0
1/7/2012 4:45,1.1105127,0
1/7/2012 5:00,1.1105127,0
1/7/2012 5:15,1.1105127,0
1/7/2012 5:30,1.1105127,0
1/7/2012 5:45,1.1105127,0
1/7/2012 6:00,1.1105127,0
1/7/2012 6:15,5.006132549,0
1/7/2012 6:30,5.006132549,0
1/7/2012 6:45,5.006132549,0
1/7/2012 7:00,5.006132549,0
1/7/2012 7:15,5.006132549,0
1/7/2012 7:30,5.006132549,0
1/7/2012 7:45,5.006132549,0
1/7/2012 8:00,5.015644152,0
1/7/2012 8:15,6.130335765,0
1/7/2012 8:30,6.132222949,0
1/7/2012 8:45,6.142557051,0
1/7/2012 9:00,6.183044735,0
1/7/2012 9:15,6.213165868,0
1/7/2012 9:30,6.239571209,0
1/7/2012 9:45,6.253628946,0
1/7/2012 10:00,6.258846925,0
1/7/2012 10:15,6.259222261,0
1/7/2012 10:30,6.258914635,0
1/7/2012 10:45,6.25561331,0
1/7/2012 11:00,6.249280628,0
1/7/2012 11:15,6.238718833,0
1/7/2012 11:30,6.223861134,0
1/7/2012 11:45,6.206466518,0
1/7/2012 12:00,6.194187364,0
1/7/2012 12:15,5.11584012,0
1/7/2012 12:30,5.11045655,0
1/7/2012 12:45,5.10842236,0
1/7/2012 13:00,5.107711125,0
1/7/2012 13:15,5.107610525,0
1/7/2012 13:30,5.108119059,0
1/7/2012 13:45,5.108967954,0
1/7/2012 14:00,5.110023037,0
1/7/2012 14:15,5.110744063,0
1/7/2012 14:30,5.111519716,0
1/7/2012 14:45,5.111633677,0
1/7/2012 15:00,5.111390143,0
1/7/2012 15:15,5.108284572,0
1/7/2012 15:30,5.104552328,0
1/7/2012 15:45,5.099790827,0
1/7/2012 16:00,5.094016959,0
1/7/2012 16:15,5.089340896,0
1/7/2012 16:30,5.08431599,0
1/7/2012 16:45,5.079189156,0
1/7/2012 17:00,5.072919845,0
1/7/2012 17:15,4.50706701,0
1/7/2012 17:30,4.501354049,0
1/7/2012 17:45,4.501354049,0
1/7/2012 18:00,4.501354049,0
1/7/2012 18:15,1.1105127,0
1/7/2012 18:30,1.1105127,0
1/7/2012 18:45,1.1105127,0
1/7/2012 19:00,1.1105127,0
1/7/2012 19:15,1.1105127,0
1/7/2012 19:30,1.1105127,0
1/7/2012 19:45,1.1105127,0
1/7/2012 20:00,1.1105127,0
1/7/2012 20:15,1.1105127,0
1/7/2012 20:30,1.1105127,0
1/7/2012 20:45,1.1105127,0
1/7/2012 21:00,1.1105127,0
1/7/2012 21:15,1.1105127,0
1/7/2012 21:30,1.1105127,0
1/7/2012 21:45,1.1105127,0
1/7/2012 22:00,1.1105127,0
1/7/2012 22:15,1.1105127,0
1/7/2012 22:30,1.1105127,0
1/7/2012 22:45,1.1105127,0
1/7/2012 23:00,1.1105127,0
1/7/2012 23:15,1.1105127,0
1/7/2012 23:30,1.1105127,0
1/7/2012 23:45,1.1105127,0
1/8/2012 0:00,1.1105127,0
1/8/2012 0:15,1.1105127,0
1/8/2012 0:30,1.1105127,0
1/8/2012 0:45,1.1105127,0
1/8/2012 1:00,1.1105127,0
1/8/2012 1:15,1.1105127,0
1/8/2012 1:30,1.1105127,0
1/8/2012 1:45,1.1105127,0
1/8/2012 2:00,1.1105127,0
1/8/2012 2:15,1.1105127,0
1/8/2012 2:30,1.1105127,0
1/8/2012 2:45,1.1105127,0
1/8/2012 3:00,1.1105127,0
1/8/2012 3:15,1.1105127,0
1/8/2012 3:30,1.1105127,0
1/8/2012 3:45,1.630783575,0
1/8/2012 4:00,1.630783575,0
1/8/2012 4:15,1.1105127,0
1/8/2012 4:30,1.630783575,0
1/8/2012 4:45,1.630783575,0
1/8/2012 5:00,1.785855103,0
1/8/2012 5:15,2.671933464,0
1/8/2012 5:30,1.630783575,0
1/8/2012 5:45,1.788242771,0
1/8/2012 6:00,2.670944366,0
1/8/2012 6:15,1.630783575,0
1/8/2012 6:30,2.160465929,0
1/8/2012 6:45,2.670673252,0
1/8/2012 7:00,1.630783575,0
1/8/2012 7:15,2.160268794,0
1/8/2012 7:30,2.672037737,0
1/8/2012 7:45,1.630783575,0
1/8/2012 8:00,1.669307926,0
1/8/2012 8:15,2.189578801,0
1/8/2012 8:30,1.630783575,0
1/8/2012 8:45,1.1105127,0
1/8/2012 9:00,1.630783575,0
1/8/2012 9:15,1.630783575,0
1/8/2012 9:30,1.1105127,0
1/8/2012 9:45,1.630783575,0
1/8/2012 10:00,1.630783575,0
1/8/2012 10:15,1.669307926,0
1/8/2012 10:30,2.189578801,0
1/8/2012 10:45,1.630783575,0
1/8/2012 11:00,1.483042851,0
1/8/2012 11:15,2.189578801,0
1/8/2012 11:30,1.630783575,0
1/8/2012 11:45,1.296777775,0
1/8/2012 12:00,2.189578801,0
1/8/2012 12:15,1.630783575,0
1/8/2012 12:30,1.1105127,0
1/8/2012 12:45,1.630783575,0
1/8/2012 13:00,1.630783575,0
1/8/2012 13:15,1.1105127,0
1/8/2012 13:30,1.630783575,0
1/8/2012 13:45,1.630783575,0
1/8/2012 14:00,1.1105127,0
1/8/2012 14:15,1.1105127,0
1/8/2012 14:30,1.1105127,0
1/8/2012 14:45,1.1105127,0
1/8/2012 15:00,1.1105127,0
1/8/2012 15:15,1.1105127,0
1/8/2012 15:30,1.1105127,0
